# ---- session start 2026-06-19T14:50:29+0200  port=/dev/ttyACM0 baud=115200  fallback=GNSS ----
2026-06-19T14:50:32.526 tasks started
2026-06-19T14:50:32.530 phi_deg,theta_deg,elev_deg,P_dBm,mv,cal
2026-06-19T14:50:32.533 waiting: haveP=1 haveAng=0 cal=3
2026-06-19T14:51:08.115 334.5,136.6,-46.6,45.24,969, 3
2026-06-19T14:51:08.215 335.6,135.3,-45.3,45.48,963, 3
2026-06-19T14:51:08.315 334.3,135.8,-45.8,45.64,959, 3
2026-06-19T14:51:08.415 333.9,136.5,-46.5,46.00,950, 3
2026-06-19T14:51:08.515 336.0,135.7,-45.7,45.76,956, 3
2026-06-19T14:51:08.620 337.7,134.7,-44.7,45.76,956, 3
2026-06-19T14:51:08.720 337.3,136.4,-46.4,45.72,957, 3
2026-06-19T14:51:08.820 338.2,137.2,-47.2,45.96,951, 3
2026-06-19T14:51:08.919 340.0,137.2,-47.2,46.32,942, 3
2026-06-19T14:51:09.019 341.6,136.9,-46.9,46.36,941, 3
2026-06-19T14:51:09.120 342.2,137.1,-47.1,46.68,933, 3
2026-06-19T14:51:09.220 343.1,136.9,-46.9,47.20,920, 3
2026-06-19T14:51:09.320 344.6,135.6,-45.6,47.12,922, 3
2026-06-19T14:51:09.420 345.2,136.0,-46.0,47.40,915, 3
2026-06-19T14:51:09.520 345.4,135.3,-45.3,47.32,917, 3
2026-06-19T14:51:09.620 345.9,134.7,-44.7,47.48,913, 3
2026-06-19T14:51:09.720 348.0,133.7,-43.7,47.48,913, 3
2026-06-19T14:51:09.820 349.3,133.7,-43.7,47.16,921, 3
2026-06-19T14:51:09.920 349.5,134.4,-44.4,47.16,921, 3
2026-06-19T14:51:10.019 350.8,133.7,-43.7,47.12,922, 3
2026-06-19T14:51:10.120 351.2,134.3,-44.3,47.12,922, 3
2026-06-19T14:51:10.220 351.6,134.7,-44.7,47.12,922, 3
2026-06-19T14:51:10.320 351.8,134.9,-44.9,47.36,916, 3
2026-06-19T14:51:10.420 352.1,135.0,-45.0,47.04,924, 3
2026-06-19T14:51:10.520 353.0,134.5,-44.5,47.12,922, 3
2026-06-19T14:51:10.625 353.5,134.4,-44.4,47.04,924, 3
2026-06-19T14:51:10.726 353.6,134.5,-44.5,47.20,920, 3
2026-06-19T14:51:10.825 354.2,133.8,-43.8,47.08,923, 3
2026-06-19T14:51:10.926 354.8,133.7,-43.7,47.12,922, 3
2026-06-19T14:51:11.025 355.4,134.3,-44.3,47.32,917, 3
2026-06-19T14:51:11.125 355.4,134.4,-44.4,47.32,917, 3
2026-06-19T14:51:11.225 355.7,134.4,-44.4,47.44,914, 3
2026-06-19T14:51:11.325 355.5,134.9,-44.9,47.36,916, 3
2026-06-19T14:51:11.425 355.9,134.9,-44.9,47.60,910, 3
2026-06-19T14:51:11.525 356.5,134.6,-44.6,47.60,910, 3
2026-06-19T14:51:11.625 357.1,134.6,-44.6,47.64,909, 3
2026-06-19T14:51:11.725 357.2,135.6,-45.6,47.64,909, 3
2026-06-19T14:51:11.825 357.0,136.7,-46.7,47.80,905, 3
2026-06-19T14:51:11.925 356.9,138.1,-48.1,47.72,907, 3
2026-06-19T14:51:12.025 357.3,138.9,-48.9,47.76,906, 3
2026-06-19T14:51:12.125 357.4,139.3,-49.3,47.72,907, 3
2026-06-19T14:51:12.225 356.1,141.7,-51.7,47.84,904, 3
2026-06-19T14:51:12.325 354.9,144.8,-54.8,47.76,906, 3
2026-06-19T14:51:12.425 355.1,148.9,-58.9,48.40,890, 3
2026-06-19T14:51:12.525 355.3,154.0,-64.0,48.36,891, 3
2026-06-19T14:51:12.630 356.0,157.4,-67.4,48.36,891, 3
2026-06-19T14:51:12.730 356.9,160.2,-70.2,48.52,887, 3
2026-06-19T14:51:12.830 358.9,158.4,-68.4,48.48,888, 3
2026-06-19T14:51:12.930 358.5,159.6,-69.6,48.36,891, 3
2026-06-19T14:51:13.030 356.4,162.4,-72.4,48.48,888, 3
2026-06-19T14:51:13.130 355.9,162.9,-72.9,48.52,887, 3
2026-06-19T14:51:13.230 356.2,164.7,-74.7,48.80,880, 3
2026-06-19T14:51:13.330 356.6,168.3,-78.3,48.56,886, 3
2026-06-19T14:51:13.430 357.8,171.7,-81.7,48.52,887, 3
2026-06-19T14:51:13.530 358.5,172.8,-82.8,48.76,881, 3
2026-06-19T14:51:13.630 358.1,173.4,-83.4,48.56,886, 3
2026-06-19T14:51:13.730 357.5,173.5,-83.5,48.84,879, 3
2026-06-19T14:51:13.830 358.0,172.1,-82.1,48.56,886, 3
2026-06-19T14:51:13.930 359.2,170.4,-80.4,48.56,886, 3
2026-06-19T14:51:14.030 0.0,167.7,-77.7,48.48,888, 3
2026-06-19T14:51:14.130 359.7,167.0,-77.0,48.56,886, 3
2026-06-19T14:51:14.230 358.5,167.9,-77.9,48.60,885, 3
2026-06-19T14:51:14.331 357.4,168.4,-78.4,48.56,886, 3
2026-06-19T14:51:14.430 357.6,167.7,-77.7,48.52,887, 3
2026-06-19T14:51:14.530 357.7,167.1,-77.1,48.64,884, 3
2026-06-19T14:51:14.634 356.6,167.9,-77.9,48.40,890, 3
2026-06-19T14:51:14.735 355.8,167.4,-77.4,48.64,884, 3
2026-06-19T14:51:14.835 354.4,165.8,-75.8,48.84,879, 3
2026-06-19T14:51:14.935 353.0,165.2,-75.2,48.32,892, 3
2026-06-19T14:51:15.035 351.8,167.3,-77.3,48.64,884, 3
2026-06-19T14:51:15.135 349.7,170.9,-80.9,48.52,887, 3
2026-06-19T14:51:15.235 348.6,174.2,-84.2,48.28,893, 3
2026-06-19T14:51:15.335 349.1,175.6,-85.6,48.52,887, 3
2026-06-19T14:51:15.435 350.6,178.0,-88.0,48.40,890, 3
2026-06-19T14:51:15.535 351.9,178.6,-88.6,48.36,891, 3
2026-06-19T14:51:15.635 352.5,177.0,-87.0,48.52,887, 3
2026-06-19T14:51:15.735 351.9,177.7,-87.7,48.60,885, 3
2026-06-19T14:51:15.835 351.1,179.0,-89.0,48.32,892, 3
2026-06-19T14:51:15.935 351.1,178.8,-88.8,48.52,887, 3
2026-06-19T14:51:16.035 352.0,178.4,-88.4,48.52,887, 3
2026-06-19T14:51:16.135 352.4,177.4,-87.4,48.28,893, 3
2026-06-19T14:51:16.235 352.2,177.2,-87.2,48.40,890, 3
2026-06-19T14:51:16.335 352.2,177.0,-87.0,48.68,883, 3
2026-06-19T14:51:16.435 352.3,176.5,-86.5,48.44,889, 3
2026-06-19T14:51:16.535 352.4,175.7,-85.7,48.52,887, 3
2026-06-19T14:51:16.640 352.5,175.5,-85.5,48.76,881, 3
2026-06-19T14:51:16.740 352.8,174.1,-84.1,48.64,884, 3
2026-06-19T14:51:16.840 352.8,172.2,-82.2,48.48,888, 3
2026-06-19T14:51:16.940 354.3,171.0,-81.0,48.64,884, 3
2026-06-19T14:51:17.041 354.5,171.2,-81.2,48.52,887, 3
2026-06-19T14:51:17.140 355.7,173.5,-83.5,48.56,886, 3
2026-06-19T14:51:17.240 357.7,172.5,-82.5,48.28,893, 3
2026-06-19T14:51:17.340 358.9,172.5,-82.5,48.40,890, 3
2026-06-19T14:51:17.440 357.2,175.2,-85.2,48.28,893, 3
2026-06-19T14:51:17.540 356.6,176.0,-86.0,48.32,892, 3
2026-06-19T14:51:17.641 357.0,174.5,-84.5,48.04,899, 3
2026-06-19T14:51:17.740 358.8,171.7,-81.7,48.04,899, 3
2026-06-19T14:51:17.840 360.0,172.4,-82.4,48.20,895, 3
2026-06-19T14:51:17.940 1.0,170.9,-80.9,48.20,895, 3
2026-06-19T14:51:18.041 0.3,171.2,-81.2,48.52,887, 3
2026-06-19T14:51:18.141 0.5,170.1,-80.1,48.36,891, 3
2026-06-19T14:51:18.240 1.5,170.0,-80.0,48.32,892, 3
2026-06-19T14:51:18.340 1.4,170.1,-80.1,48.44,889, 3
2026-06-19T14:51:18.440 1.6,169.7,-79.7,48.32,892, 3
2026-06-19T14:51:18.540 2.4,169.8,-79.8,48.32,892, 3
2026-06-19T14:51:18.645 3.3,168.9,-78.9,48.20,895, 3
2026-06-19T14:51:18.745 3.8,168.5,-78.5,48.20,895, 3
2026-06-19T14:51:18.845 4.3,168.1,-78.1,48.36,891, 3
2026-06-19T14:51:18.945 4.7,168.0,-78.0,48.08,898, 3
2026-06-19T14:51:19.045 5.0,168.1,-78.1,48.60,885, 3
2026-06-19T14:51:19.145 4.7,168.5,-78.5,48.28,893, 3
2026-06-19T14:51:19.245 4.1,168.8,-78.8,47.92,902, 3
2026-06-19T14:51:19.346 2.8,168.6,-78.6,47.96,901, 3
2026-06-19T14:51:19.445 1.8,168.2,-78.2,47.80,905, 3
2026-06-19T14:51:19.545 359.9,167.3,-77.3,48.20,895, 3
2026-06-19T14:51:19.645 354.5,167.5,-77.5,47.32,917, 3
# ---- session end   2026-06-19T14:51:19+0200  port=/dev/ttyACM0 baud=115200  fallback=GNSS ----
