phi,theta,elev,mv,dbm,cal
3.3346,94.1314,-4.1314,894,48.2400,3
3.3443,94.1630,-4.1630,911,47.5600,3
3.1811,94.0831,-4.0831,921,47.1600,3
3.1749,94.0054,-4.0054,911,47.5600,3
3.1889,93.9898,-3.9898,917,47.3200,3
3.2111,93.9436,-3.9436,921,47.1600,3
3.2820,94.0321,-4.0321,910,47.6000,3
3.3341,93.9948,-3.9948,912,47.5200,3
3.4255,93.7786,-3.7786,905,47.8000,3
3.6872,93.7913,-3.7913,913,47.4800,3
3.8160,93.5401,-3.5401,923,47.0800,3
3.9259,93.3626,-3.3627,923,47.0800,3
4.0228,93.0822,-3.0822,916,47.3600,3
4.0881,92.8771,-2.8771,926,46.9600,3
3.9853,92.8244,-2.8244,927,46.9200,3
4.0034,92.8456,-2.8456,923,47.0800,3
4.0917,92.8408,-2.8408,923,47.0800,3
4.2080,92.9327,-2.9327,927,46.9200,3
4.2852,93.0481,-3.0481,928,46.8800,3
4.4690,93.1369,-3.1369,932,46.7200,3
4.5291,93.0705,-3.0705,922,47.1200,3
4.6339,93.1332,-3.1332,917,47.3200,3
4.8160,93.3729,-3.3729,931,46.7600,3
4.9315,93.5309,-3.5309,928,46.8800,3
4.9929,93.6208,-3.6208,926,46.9600,3
5.0017,93.7596,-3.7596,925,47.0000,3
4.7460,93.7424,-3.7424,904,47.8400,3
4.4490,93.8637,-3.8637,923,47.0800,3
4.2530,93.9247,-3.9247,921,47.1600,3
4.0048,94.1189,-4.1189,911,47.5600,3
3.7145,94.6942,-4.6942,922,47.1200,3
3.3266,94.9520,-4.9520,921,47.1600,3
2.5508,95.3597,-5.3597,919,47.2400,3
1.5795,94.9801,-4.9801,916,47.3600,3
0.8325,95.4289,-5.4289,915,47.4000,3
359.9082,95.6139,-5.6139,907,47.7200,3
358.5610,95.7089,-5.7089,908,47.6800,3
357.4898,95.4000,-5.4000,911,47.5600,3
356.8350,95.5490,-5.5490,918,47.2800,3
356.3254,95.4023,-5.4023,926,46.9600,3
355.0005,94.6457,-4.6457,923,47.0800,3
353.9797,94.4667,-4.4667,928,46.8800,3
352.8061,94.1559,-4.1559,934,46.6400,3
351.5684,94.0594,-4.0594,929,46.8400,3
350.1395,93.5379,-3.5379,954,45.8400,3
348.8733,93.0336,-3.0336,954,45.8400,3
348.0588,93.2071,-3.2071,955,45.8000,3
347.0756,92.9137,-2.9138,952,45.9200,3
346.6939,92.6483,-2.6483,955,45.8000,3
345.8738,92.5247,-2.5247,954,45.8400,3
344.8327,92.3663,-2.3663,947,46.1200,3
344.3823,92.2089,-2.2089,947,46.1200,3
344.3338,92.4024,-2.4024,948,46.0800,3
344.0551,92.4374,-2.4374,949,46.0400,3
343.4067,92.2136,-2.2136,954,45.8400,3
342.9525,92.5325,-2.5325,956,45.7600,3
342.4973,93.0800,-3.0800,958,45.6800,3
341.9109,92.7153,-2.7153,957,45.7200,3
340.2835,92.6959,-2.6959,961,45.5600,3
338.4577,92.3308,-2.3308,961,45.5600,3
338.0783,91.7599,-1.7599,966,45.3600,3
336.8816,91.8878,-1.8878,961,45.5600,3
335.3592,91.4607,-1.4607,960,45.6000,3
334.0812,90.8915,-0.8915,938,46.4800,3
333.2938,90.3481,-0.3481,962,45.5200,3
332.9303,90.2739,-0.2739,943,46.2800,3
332.1514,89.8086,0.1914,958,45.6800,3
331.8904,89.8430,0.1569,962,45.5200,3
331.6353,89.9099,0.0901,954,45.8400,3
331.3445,89.8642,0.1358,953,45.8800,3
330.6388,89.5514,0.4486,949,46.0400,3
330.0549,90.2076,-0.2075,948,46.0800,3
329.0919,90.5576,-0.5577,939,46.4400,3
328.4216,91.1718,-1.1718,933,46.6800,3
327.4259,91.0932,-1.0932,931,46.7600,3
326.0212,90.8137,-0.8137,923,47.0800,3
325.1632,90.6952,-0.6952,933,46.6800,3
324.2141,90.4092,-0.4092,935,46.6000,3
323.1292,90.3115,-0.3115,939,46.4400,3
321.6293,90.3274,-0.3274,943,46.2800,3
320.1970,90.3304,-0.3304,940,46.4000,3
319.3776,90.3947,-0.3947,946,46.1600,3
318.6610,90.4969,-0.4969,955,45.8000,3
318.1071,90.7519,-0.7519,964,45.4400,3
317.9152,91.1660,-1.1660,958,45.6800,3
316.8802,90.9668,-0.9668,990,44.4000,3
315.8650,91.1637,-1.1637,1005,43.8000,3
314.7094,91.5343,-1.5343,1010,43.6000,3
313.6530,91.8140,-1.8140,1017,43.3200,3
312.6918,91.8560,-1.8560,1028,42.8800,3
311.6798,91.8953,-1.8953,1033,42.6800,3
310.6948,91.7856,-1.7856,1034,42.6400,3
309.9797,91.7386,-1.7386,1046,42.1600,3
309.2751,91.7659,-1.7659,1058,41.6800,3
308.4960,92.3177,-2.3177,1060,41.6000,3
307.5635,92.2586,-2.2586,1067,41.3200,3
307.1098,92.1680,-2.1680,1062,41.5200,3
306.4459,92.2265,-2.2265,1056,41.7600,3
306.0387,92.5691,-2.5691,1052,41.9200,3
305.4270,92.4799,-2.4799,1050,42.0000,3
304.5718,92.5355,-2.5355,1054,41.8400,3
303.9250,92.0537,-2.0537,1060,41.6000,3
303.6930,91.9174,-1.9174,1066,41.3600,3
302.9354,91.4950,-1.4950,1073,41.0800,3
302.4299,91.5487,-1.5487,1088,40.4800,3
301.9527,91.4734,-1.4734,1078,40.8800,3
301.4887,91.9333,-1.9333,1082,40.7200,3
300.7118,92.2065,-2.2064,1111,39.5600,3
299.5832,92.2350,-2.2350,1120,39.2000,3
298.8088,92.1958,-2.1958,1128,38.8800,3
297.9918,92.2526,-2.2526,1124,39.0400,3
297.0398,92.2983,-2.2983,1141,38.3600,3
296.1568,92.3404,-2.3404,1175,37.0000,3
295.6493,92.3128,-2.3128,912,47.5200,3
295.2879,92.3810,-2.3810,1145,38.2000,3
294.7938,92.2591,-2.2591,1225,35.0000,3
294.8195,92.0386,-2.0386,1229,34.8400,3
294.8520,91.8392,-1.8392,1215,35.4000,3
294.5696,91.4698,-1.4698,1203,35.8800,3
294.2656,91.4350,-1.4350,1211,35.5600,3
293.9793,91.5041,-1.5041,1198,36.0800,3
293.3673,91.6855,-1.6855,1238,34.4800,3
292.4973,91.9605,-1.9605,1246,34.1600,3
291.6424,92.2465,-2.2465,1258,33.6800,3
290.9223,92.2425,-2.2425,1271,33.1600,3
290.2181,92.0806,-2.0806,1313,31.4800,3
289.4215,92.2381,-2.2381,1294,32.2400,3
288.5105,92.2033,-2.2033,1269,33.2400,3
287.4222,92.4142,-2.4142,1263,33.4800,3
286.0883,92.5603,-2.5603,1220,35.2000,3
284.6985,92.6404,-2.6404,1235,34.6000,3
283.5267,92.6653,-2.6653,1256,33.7600,3
282.5699,92.9746,-2.9746,1341,30.3600,3
281.4558,92.9435,-2.9435,1266,33.3600,3
280.4721,93.4829,-3.4829,1330,30.8000,3
279.5333,94.1611,-4.1612,1297,32.1200,3
278.4614,94.6098,-4.6098,1297,32.1200,3
277.7039,94.8857,-4.8857,1354,29.8400,3
