phi,theta,elev,mv,dbm,cal
0.3324,70.6257,19.3743,973,45.0800,3
359.9320,70.7553,19.2447,969,45.2400,3
0.1368,70.3517,19.6483,977,44.9200,3
0.3589,70.2493,19.7507,979,44.8400,3
0.3272,70.1752,19.8248,982,44.7200,3
0.0438,70.0108,19.9892,985,44.6000,3
359.6055,69.6077,20.3923,984,44.6400,3
359.1404,69.7453,20.2547,981,44.7600,3
359.1735,69.5788,20.4212,980,44.8000,3
359.2046,69.8091,20.1909,980,44.8000,3
359.1901,69.9296,20.0704,977,44.9200,3
359.0639,69.7988,20.2012,973,45.0800,3
359.1042,69.7521,20.2479,973,45.0800,3
359.0869,69.7582,20.2418,972,45.1200,3
359.2360,69.8800,20.1200,972,45.1200,3
359.4029,69.9495,20.0505,970,45.2000,3
359.6389,69.9123,20.0877,970,45.2000,3
359.4802,70.2020,19.7980,969,45.2400,3
359.8379,69.5020,20.4980,964,45.4400,3
0.3060,68.7071,21.2929,961,45.5600,3
1.1802,68.6415,21.3585,964,45.4400,3
1.3213,68.6404,21.3596,972,45.1200,3
0.7234,68.6568,21.3432,979,44.8400,3
359.8405,69.0490,20.9510,979,44.8400,3
357.9664,69.3400,20.6600,998,44.0800,3
356.2892,69.1759,20.8241,1006,43.7600,3
354.5832,69.8240,20.1761,1015,43.4000,3
353.3462,70.1447,19.8553,1021,43.1600,3
352.0066,71.0412,18.9588,1029,42.8400,3
350.6877,70.9906,19.0094,1032,42.7200,3
349.1865,70.5096,19.4904,1052,41.9200,3
347.7136,70.3697,19.6303,1061,41.5600,3
346.4904,70.2304,19.7696,1041,42.3600,3
345.3955,70.7675,19.2325,1072,41.1200,3
344.6601,70.4849,19.5151,1071,41.1600,3
344.3098,70.0322,19.9678,1068,41.2800,3
343.6335,69.7592,20.2408,1064,41.4400,3
342.8307,69.3639,20.6361,1018,43.2800,3
342.2022,69.4154,20.5846,1063,41.4800,3
341.1161,70.1851,19.8149,1047,42.1200,3
340.2249,69.9396,20.0604,1029,42.8400,3
339.3166,69.9089,20.0911,1013,43.4800,3
338.1277,70.2298,19.7702,1002,43.9200,3
337.0272,69.7801,20.2199,995,44.2000,3
335.9362,69.5367,20.4633,987,44.5200,3
334.7880,69.4198,20.5802,979,44.8400,3
333.7178,69.0935,20.9065,973,45.0800,3
332.6056,69.2501,20.7499,966,45.3600,3
331.6400,69.0887,20.9113,964,45.4400,3
331.0159,68.5529,21.4471,962,45.5200,3
330.3422,68.5931,21.4069,958,45.6800,3
329.7160,68.4445,21.5555,939,46.4400,3
328.7339,68.2129,21.7871,947,46.1200,3
327.8437,67.9788,22.0212,939,46.4400,3
326.8980,68.3237,21.6763,927,46.9200,3
325.5089,68.7149,21.2851,916,47.3600,3
323.5092,68.6157,21.3843,909,47.6400,3
321.9540,68.4026,21.5974,902,47.9200,3
320.1953,68.7201,21.2799,899,48.0400,3
318.2074,68.7916,21.2084,895,48.2000,3
316.8276,68.9884,21.0116,894,48.2400,3
315.4489,69.0775,20.9225,893,48.2800,3
314.2361,68.9792,21.0208,893,48.2800,3
312.8896,68.7557,21.2443,891,48.3600,3
311.9496,68.5312,21.4688,892,48.3200,3
310.9788,68.3954,21.6046,891,48.3600,3
310.2752,68.4891,21.5109,886,48.5600,3
309.1907,68.5325,21.4675,884,48.6400,3
308.5329,68.4333,21.5667,879,48.8400,3
307.5774,68.8379,21.1621,873,49.0800,3
306.4104,68.3574,21.6426,867,49.3200,3
305.3636,68.1518,21.8482,864,49.4400,3
303.9420,68.3216,21.6784,859,49.6400,3
302.6450,67.9395,22.0605,856,49.7600,3
301.4491,67.6656,22.3344,853,49.8800,3
300.5735,67.6270,22.3730,851,49.9600,3
299.7351,67.4898,22.5102,849,50.0400,3
298.7922,67.3944,22.6056,850,50.0000,3
298.0284,67.2693,22.7307,849,50.0400,3
297.2590,67.1002,22.8998,850,50.0000,3
296.5917,66.8275,23.1725,851,49.9600,3
296.1479,66.7541,23.2459,855,49.8000,3
295.5501,66.7056,23.2944,855,49.8000,3
294.7458,66.4676,23.5324,857,49.7200,3
294.0447,66.5208,23.4792,858,49.6800,3
292.3557,66.8117,23.1883,860,49.6000,3
291.0257,66.9311,23.0689,867,49.3200,3
289.4411,67.0197,22.9803,872,49.1200,3
287.8455,67.0684,22.9316,880,48.8000,3
286.3026,66.9436,23.0564,888,48.4800,3
